faoID,simpleName,primary,faoName,faoGroupID,faoGroupName,canonicalName,definition
252,oil of coconuts,FALSE,Oil of Coconuts,14,vegetable and animal oils and fats,NA,Obtained by pressure from copra and by solvent from the residues of pressure extraction. Has both food and industrial uses.
253,cake of copra,FALSE,Cake of Copra,11,fodder crops and products,NA,Residue from oil extraction.
254,[oil palm fruit],TRUE,[Oil palm fruit],6,oil-bearing crops and derived products,Elaeis guineensis,"The oil palm produces bunches containing a large number of fruits with the fleshy mesocarp enclosing a kernel that is covered by a very hard shell. FAO considers palm oil (coming from the pulp) and palm kernels to be primary products. The oil extraction rate from a bunch varies from 17 to 27% for palm oil, and from 4 to 10% for palm kernels."
256,palm kernels,FALSE,Palm kernels,6,oil-bearing crops and derived products,NA,Seeds of the oil palm. Babassu kernels (Orbignya speciosa) are often reported as palm kernels.
257,oil of palm,FALSE,Oil of palm,14,vegetable and animal oils and fats,NA,"Obtained from the mesocarp of the fruit of the oil palm by pressure, and also by solvent from the residues of the pressure extraction."
258,oil of palm kernel,FALSE,Oil of Palm Kernel,14,vegetable and animal oils and fats,NA,Obtained from the kernel of the nut of the fruits of the oil palm by pressure in two or three stages at different temperatures. Including oil of babassu kernels.
259,cake of palm kernel,FALSE,Cake of Palm Kernel,11,fodder crops and products,NA,Residue from oil extraction.
260,olives,TRUE,Olives,6,oil-bearing crops and derived products,Olea europaea,Includes table olives and olives for oil.
261,oil of olives virgin,FALSE,"Oil of Olives, Virgin",14,vegetable and animal oils and fats,NA,Obtained from olives by mechanical or other physical means. Olive oil is the only vegetable oil that can be consumed without refining.
262,olives preserved,FALSE,"Olives, Preserved",6,oil-bearing crops and derived products,NA,"Treated with SO2, brine, water, or otherwise prepared or preserved."
263,karite nuts (sheanuts),TRUE,Karite Nuts (Sheanuts),6,oil-bearing crops and derived products,Butyrospermum parkii,Production data refer only to the nut contained in the fruit although the pulp around the nut is also edible.
264,butter of karite nuts,FALSE,Butter of Karite Nuts,14,vegetable and animal oils and fats,NA,A very important vegetable oil in West Africa. Used as a substitute for cocoa butter and in cosmetics.
265,castor beans,TRUE,Castor Beans,6,oil-bearing crops and derived products,Ricinus communis,"Valued mainly for their oil, which is used in pharmaceutical products. Ground seedcakes are used as fertilizers (castor oil pomace)."
266,oil of castor beans,FALSE,Oil of Castor Beans,14,vegetable and animal oils and fats,NA,"Obtained by pressure or by solvent. Uses include mainly industrial ones, in pharmaceuticals and cosmetics."
267,sunflower seed,TRUE,Sunflower seed,6,oil-bearing crops and derived products,Helianthus annuus,Valued mainly for its oil. Minor uses include as a human food and as feed for birds.
268,oil of sunflower seed,FALSE,Oil of Sunflower Seed,14,vegetable and animal oils and fats,NA,Obtained by pressure extraction. Mainly for food use.
269,cake of sunflower seed,FALSE,Cake of Sunflower Seed,11,fodder crops and products,NA,"Residue from oil extraction. The cake is used for feed if it is from decorticated seeds, or for fertilizer if it comes from undecorticated seeds."
270,rapeseed or colza seed,TRUE,Rapeseed or colza seed,6,oil-bearing crops and derived products,Brassica napus var. oleifera,"Valued mainly for its oil. Older varieties are rich in Erucic acid, which is considered unhealthy."
271,oil of rapeseed or canola oil,FALSE,Oil of Rapeseed or Canola oil,14,vegetable and animal oils and fats,NA,Obtained by pressure extraction for food use. Oil recovered with solvent from the residues of the pressure extraction is used for industrial purposes. Canola oil is produced from new varieties of rapeseed.
272,cake of rapeseed,FALSE,Cake of Rapeseed,11,fodder crops and products,NA,Residue from oil extraction.
273,olive residues,FALSE,Olive Residues,11,fodder crops and products,NA,"Residues make up about 40% of the olives crushed for oil, but account for about 5% of the oil."
274,oil of olive residues,FALSE,Oil of Olive Residues,14,vegetable and animal oils and fats,NA,Oil extracted from olive residues with solvents.
275,tung nuts,TRUE,Tung Nuts,6,oil-bearing crops and derived products,Aleurites cordata | Aleurites fordii,Valued mainly for their oil.
276,oil of tung nuts,FALSE,Oil of Tung Nuts,14,vegetable and animal oils and fats,NA,Obtained by pressure and used exclusively for industrial purposes. The resulting cake contains a toxic protein and thus cannot be used for feed.
277,jojoba seeds,TRUE,Jojoba Seeds,6,oil-bearing crops and derived products,Simmondsia californica | S. chinensis,From the shrub or small tree of the Buxaceae family.
278,jojoba oil,FALSE,Jojoba Oil,14,vegetable and animal oils and fats,NA,"Obtained by cold pressure. Its peculiar chemical properties make it the only vegetable oil in nature having the same characteristics as spermaceti. Below 15ËšC it solidifies and assumes the characteristics of wax. It is used as a lubricant, in cosmetics and in pharmaceuticals, and is considered a product with good growth prospects."
280,safflower seed,TRUE,Safflower seed,6,oil-bearing crops and derived products,Carthamus tinctorius,Valued mainly for its oil. Minor uses include as a human food and as poultry feed.
281,oil of safflower seed,FALSE,Oil of Safflower Seed,14,vegetable and animal oils and fats,NA,Obtained either by pressure or by solvent. Has both food and industrial uses.
282,cake of safflower seed,FALSE,Cake of Safflower Seed,11,fodder crops and products,NA,Residue from oil extraction.
289,sesame seed,TRUE,Sesame seed,6,oil-bearing crops and derived products,Sesamum indicum,"Valued for its oil, but also as a food, either raw or roasted, as well as in bakery products and other food preparations."
290,oil of sesame seed,FALSE,Oil of Sesame Seed,14,vegetable and animal oils and fats,NA,Obtained by pressure extraction in two or three stages at different temperatures. Sometimes the oil is also extracted by solvent from the residue of the pressure extraction. Used mainly for food.
291,cake of sesame seed,FALSE,Cake of Sesame Seed,11,fodder crops and products,NA,Residue from oil extraction.
292,mustard seed,TRUE,Mustard seed,6,oil-bearing crops and derived products,Brassica alba | Brassica hirta; Sinapis alba | Brassica nigra | Sinapis nigra,"In addition to the oil extracted from them, white mustard seeds, may be processed into flour for food use. Black mustard seeds also yield oil and are processed into flour that is used mainly in pharmaceutical products."
293,oil of mustard seed,FALSE,Oil of Mustard Seed,14,vegetable and animal oils and fats,NA,Obtained by dry pressure extraction. Has both food and industrial uses.
294,cake of mustard seed,FALSE,Cake of Mustard Seed,11,fodder crops and products,NA,Residue from oil extraction.
295,flour of mustard seed,FALSE,Flour of Mustard Seed,6,oil-bearing crops and derived products,NA,"Includes flour, meal and prepared mustard."
296,poppy seed,TRUE,Poppy seed,6,oil-bearing crops and derived products,Papaver somniferum,"The source of opium, poppy seeds are also used in baking and confectionery."
297,oil of poppy seed,FALSE,Oil of Poppy Seed,14,vegetable and animal oils and fats,NA,Obtained by pressure extraction. Has both food and industrial uses.
298,cake of poppy seed,FALSE,Cake of Poppy Seed,11,fodder crops and products,NA,Residue from oil extraction.
299,melonseed,TRUE,Melonseed,6,oil-bearing crops and derived products,Cucumis melo,Includes seeds of other Cucurbitaceae.
305,tallowtree seeds,TRUE,Tallowtree Seeds,6,oil-bearing crops and derived products,Shorea aptera | Shorea stenocarpa | Sapium sebiferum | Stillingia sebifera,Grown wild and cultivated. FAO considers vegetable tallow (0306) and stillingia oil (0307) to be primary products.
306,vegetable tallow,FALSE,Vegetable tallow,14,vegetable and animal oils and fats,NA,"Obtained by pressure extraction or by solvent from the kernels of the fruit of the Borneo tallow tree and from the outer coating that surrounds the seeds of the fruit of the Chinese tallow tree. Used as a substitute for cocoa butter. Also used in soap, candles, medicines and cosmetics."
307,stillingia oil,FALSE,Stillingia oil,14,vegetable and animal oils and fats,NA,Obtained by solvent from the seeds of Stillingia sebifera. Used as a drying agent in paints and varnishes.
310,kapok fruit,TRUE,Kapok fruit,6,oil-bearing crops and derived products,Ceiba pentandra,"The fruit of kapok contains fibre (see Group 9) and seeds (see 0311), which FAO treats as primary crops."
311,kapokseed in shell,FALSE,Kapokseed in shell,6,oil-bearing crops and derived products,NA,The soft shell is approximately 40-50% of the total weight of the nut.
312,kapokseed shelled,FALSE,"Kapokseed, shelled",6,oil-bearing crops and derived products,NA,Used for extracting oil.
313,oil of kapok,FALSE,Oil of Kapok,14,vegetable and animal oils and fats,NA,Obtained from shelled seeds by pressure. Used for food and soap.
314,cake of kapok,FALSE,Cake of Kapok,11,fodder crops and products,NA,Residue from oil extraction.
328,[seed cotton],TRUE,[Seed Cotton],6,oil-bearing crops and derived products,Gossypium spp.,"Grown for both seed and for fibre. FAO considers cottonseed, cotton lint and linters to be primary products. Lint content ranges from 30 to 40%, seed 55 to 65%, and linters 2 to 5% though they are not always separated."
329,cottonseed,FALSE,Cottonseed,6,oil-bearing crops and derived products,NA,Used for extracting oil.
331,oil of cottonseed,FALSE,Oil of Cottonseed,14,vegetable and animal oils and fats,NA,Obtained first by pressure extraction from the kernels of cotton seeds. The residue from this process is then exposed to a solvent. Used mainly as a food.
332,cake of cottonseed,FALSE,Cake of Cottonseed,11,fodder crops and products,NA,Residue from oil extraction.
333,linseed,TRUE,Linseed,6,oil-bearing crops and derived products,Linum usitatissimum,An annual herbaceous that is cultivated for its fibre as well as its oil.
334,oil of linseed,FALSE,Oil of Linseed,14,vegetable and animal oils and fats,NA,Obtained by pressure extraction. Used mainly in non-food items.
335,cake of linseed,FALSE,Cake of Linseed,11,fodder crops and products,NA,Residue from oil extraction.
336,hempseed,TRUE,Hempseed,6,oil-bearing crops and derived products,Cannabis sativa,An annual herbaceous that is cultivated for its fibre as well as its oil. In major producing countries oil is extracted from the seeds.
337,oil of hempseed,FALSE,Oil of Hempseed,14,vegetable and animal oils and fats,NA,Obtained either by pressure extraction or by solvent. Used mainly in non-food items.
338,cake of hempseed,FALSE,Cake of Hempseed,11,fodder crops and products,NA,Residue from oil extraction.
339,oilseeds nes,TRUE,Oilseeds nes,6,oil-bearing crops and derived products,Fagus sylvatica | Aleurites moluccana | Carapa guineensis | Croton tiglium | Bassia latifolia | Guizotia abyssinica | Licania rigida | Perilla frutescens | Jatropha curcas | Shorea robusta | Pongamia glabra | Astrocaryum spp.,"Other oilseeds, oleaginous fruits and nuts that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report commodities under this heading that are classified individually by FAO. Also included under this code are tea seeds, grape pips and tomato seeds from which oil is extracted."
340,oil of vegetable origin nes,FALSE,Oil of Vegetable Origin nes,14,vegetable and animal oils and fats,NA,"Includes, inter alia, myrtle wax and Japan wax."
341,cake of oilseeds nes,FALSE,Cake of Oilseeds nes,11,fodder crops and products,NA,Residue from oil extraction.
343,flour of oilseeds,FALSE,Flour of Oilseeds,6,oil-bearing crops and derived products,NA,"Flours and meals of oilseeds and oleaginous fruits (excluding mustard), non defatted or partially defatted."
358,cabbages,TRUE,Cabbages,7,vegetables and derived products,Brassica chinensis | Brassica oleracea all var. except botrytis,No definition available.
366,artichokes,TRUE,Artichokes,7,vegetables and derived products,Cynara scolymus,No definition available.
367,asparagus,TRUE,Asparagus,7,vegetables and derived products,Asparagus officinalis,No definition available.
372,lettuce and chicory,TRUE,Lettuce and chicory,7,vegetables and derived products,Lactuca sativa | Cichorium intybus var. foliosum | Cichorium endivia var. crispa | Cichorium endivia var. latifolia,No definition available.
373,spinach,TRUE,Spinach,7,vegetables and derived products,Spinacia oleracea,Trade figures may include New Zealand spinach (Tetragonia espansa) and orache (garden) spinach (Atriplex hortensis).
378,cassava leaves,TRUE,Cassava leaves,7,vegetables and derived products,Manihot esculenta | Manihot utilissima,Young cassava leaves are eaten in some areas of Africa as a vegetable.
388,tomatoes fresh,TRUE,"Tomatoes, fresh",7,vegetables and derived products,Lycopersicon esculentum,No definition available.
390,juice of tomatoes,FALSE,Juice of Tomatoes,7,vegetables and derived products,NA,"Juice is obtained by treating tomatoes with cold or hot water or with steam. The juice then undergoes various processes, such as clarification, homogenization, sterilization, etc."
391,paste of tomatoes,FALSE,Paste of Tomatoes,7,vegetables and derived products,NA,"Tomatoes prepared or preserved o/t by vinegar, in the form of paste, pure or concentrate. Includes juice of dry weight content of 7% or more."
392,tomatoes peeled (o/t vinegar),FALSE,"Tomatoes, Peeled (O/T vinegar)",7,vegetables and derived products,NA,Prepared or preserved o/t by vinegar; either whole or in pieces.
393,cauliflowers and broccoli,TRUE,Cauliflowers and broccoli,7,vegetables and derived products,"Brassica oleracea var. botrytis, subvariety cauliflora and cymosa",Includes headed broccoli.
394,pumpkins squash and gourds,TRUE,"Pumpkins, squash and gourds",7,vegetables and derived products,Cucurbita spp.,Includes marrows.
397,cucumbers and gherkins,TRUE,Cucumbers and gherkins,7,vegetables and derived products,Cucumis sativus,No definition available.
399,eggplants,TRUE,Eggplants,7,vegetables and derived products,Solanum melongena,Also called aubergines.
401,chillies and peppers (green),TRUE,Chillies and peppers (green),7,vegetables and derived products,Capsicum annuum | Capsicum fructescens | Pimenta officinalis,"Production data exclude crops cultivated explicitly as spices. In contrast, trade data include these crops, provided they are fresh, uncrushed and unground."
402,onions shallots (green),TRUE,"Onions, shallots (green)",7,vegetables and derived products,Allium ascalonicum | Allium cepa | Allium fistulosum,Young onions pulled before the bulb has enlarged; used especially in salads. Includes onion sets.
403,onions dry,TRUE,"Onions, dry",7,vegetables and derived products,Allium cepa,"Includes onions at a mature stage, but not dehydrated onions."
406,garlic,TRUE,Garlic,7,vegetables and derived products,Allium sativum,No definition available.
407,leeks and other alliaceous vegetables,TRUE,Leeks and other alliaceous vegetables,7,vegetables and derived products,Allium porrum | Allium schoenoprasum,"Allium varieties except those of 0402, 0403 and 0406"
414,beans green,TRUE,"Beans, green",7,vegetables and derived products,Phaseolus spp. | Vigna spp.,For shelling.
417,peas green,TRUE,"Peas, green",7,vegetables and derived products,Pisum sativum,"Mostly for shelling, but including edible- podded peas or sugar peas."
420,broad beans green,TRUE,"Broad Beans, Green",7,vegetables and derived products,Vicia faba,For shelling.
423,string beans,TRUE,String Beans,7,vegetables and derived products,Phaseolus vulgaris,Not for shelling
426,carrot,TRUE,Carrot,7,vegetables and derived products,Daucus carota,Trade data may include turnips (Brassica rapa var. rapifera).
430,okra,TRUE,Okra,7,vegetables and derived products,Abelmoschus esculentus | Hibiscus esculentus,Also called gombo.
446,green corn (maize),TRUE,Green Corn (Maize),7,vegetables and derived products,"Zea mays, particularly var. saccharata",Maize harvested green for food. Saccharata variety is commonly known as sweet corn.
447,sweet corn frozen,FALSE,"Sweet Corn, Frozen",7,vegetables and derived products,NA,"Either uncooked, or cooked by steaming or boiling in water, and then frozen."
448,sweet corn prepared or preserved,FALSE,"Sweet Corn, Prepared or Preserved",7,vegetables and derived products,NA,Prepared or preserved other than by vinegar or acetic acid; not frozen.
449,mushrooms,TRUE,Mushrooms,7,vegetables and derived products,Boletus edulis | Agaricus campestris | Morchella spp. | Tuber magnatum,Cultivated or spontaneous. Includes truffles.
450,dried mushrooms,FALSE,Dried Mushrooms,7,vegetables and derived products,NA,"Mushrooms and truffles, whether dried, dehydrated, evaporated or freeze-dried."
451,canned mushrooms,FALSE,Canned Mushrooms,7,vegetables and derived products,NA,"Mushrooms and truffles, prepared or preserved o/t by vinegar or acetic acid; either whole, in pieces, or homogenized."
459,chicory roots,TRUE,Chicory roots,13,tobacco and rubber and other crops,Cichorium intybus | Cichorium sativum,Unroasted chicory roots.
460,vegetable products fresh or dry nes,FALSE,"Vegetable products, fresh or dry nes",13,tobacco and rubber and other crops,NA,"Fruit stones, kernels and other vegetable products used primarily for human food that are not specified or included elsewhere."
461,carobs,TRUE,Carobs,13,tobacco and rubber and other crops,Ceratonia siliqua,Includes also seeds. Mainly used as an animal feed and for industrial purposes. Rich in pectin.
463,vegetables fresh n.e.s.,TRUE,"Vegetables, Fresh n.e.s.",7,vegetables and derived products,Bambusa spp. | Beta vulgaris | Capparis spinosa | Cynara cardunculus | Apium graveolens | Anthriscus cerefolium | Lepidium sativum | Foeniculum vulgare | Cochlearia armoracia | Majorana hortensis | Tragopogon porrifolius | Petroselinum crispum | Pastinaca sativa | Raphanus sativu | Rheum spp. | Brassica napus | Satureja hortensis | Scorzonera hispanica | Rumex acetosa | Artemisia dracunculus | Nasturtium officinale,"Other vegetables that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report vegetables under this heading that are classified individually by FAO."
466,juice of vegetables nes,FALSE,Juice of Vegetables nes,7,vegetables and derived products,NA,"Juice obtained by pressing, or by treatment with water or with steam, then submitted to various processes. Vegetable juice may contain added salt, spices or flavouring substances."
469,vegetables dehydrated,FALSE,"Vegetables, Dehydrated",7,vegetables and derived products,NA,"Vegetables that are dried, dehydrated, evaporated or freeze-dried. Includes dried vegetables that are broken or powdered."
471,vegetables in vinegar,FALSE,Vegetables in Vinegar,7,vegetables and derived products,NA,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved with vinegar or acetic acid, with or without added sugar, salt, spices, etc. Includes pickles."
472,vegetables preserved nes (o/t vinegar),FALSE,"Vegetables, Preserved nes (O/T vinegar)",7,vegetables and derived products,NA,Vegetables prepared or preserved o/t by vinegar and which have not been frozen.
473,vegetables frozen,FALSE,"Vegetables, Frozen",7,vegetables and derived products,NA,"Vegetables, either uncooked, or cooked by steaming or boiling in water, and then frozen."
474,vegetables temporarily preserved,FALSE,"Vegetables, Temporarily Preserved",7,vegetables and derived products,NA,"Vegetables preserved with SO2, brine, etc., but which are unsuitable for consumption in that state."
475,vegetables preserved (frozen),FALSE,"Vegetables, Preserved (Frozen)",7,vegetables and derived products,NA,"Vegetables that are prepared or preserved o/t by vinegar, and then frozen."
476,homogenized vegetable preparations,FALSE,Homogenized Vegetable Preparations,7,vegetables and derived products,NA,Preparations Vegetables prepared for dietetic and infant food.
486,bananas,TRUE,Bananas,8,fruits and derived products,Musa sapientum | Musa cavendishii | Musa nana,Bananas are normally eaten raw. Trade figures may include dried bananas. Data should be reported excluding the weight of the central stalk.
489,plantains,TRUE,Plantains,8,fruits and derived products,Musa paradisiaca,Generally known as a cooking banana. Data should be reported excluding the weight of the central stalk.
490,oranges,TRUE,Oranges,8,fruits and derived products,Citrus sinensis | Citrus aurantium,Bitter oranges are used primarily in the preparation of marmalade.
491,juice of orange,FALSE,Juice of Orange,8,fruits and derived products,NA,"Juice is obtained by mechanical extractors, or by pressing, and is then submitted to various processes. Unfermented, it may or may not be frozen. For direct consumption."
492,orange juice concentrated,FALSE,"Orange Juice, Concentrated",8,fruits and derived products,NA,"Juice that is obtained by a concentration process in which the water is physically removed from the juice until it has not less than 20% of solids by weight. It is then reconstituted with water before consumption. Unfermented, it may or may not be frozen."
495,tangerines mandarins clementines satsumas,TRUE,"Tangerines, mandarins, clementines, satsumas",8,fruits and derived products,Citrus reticulata | Citrus unshiu,No definition available.
496,juice of tangerine mandarin and clementin,FALSE,"Juice of Tangerine, Mandarin and Clementin",8,fruits and derived products,NA,See 0491.
497,lemons and limes,TRUE,Lemons and limes,8,fruits and derived products,Citrus limon | Citrus aurantifolia | Citrus limetta,No definition available.
498,juice of lemon,FALSE,Juice of Lemon,8,fruits and derived products,NA,See 0491.
499,lemon juice concentrated,FALSE,"Lemon Juice, Concentrated",8,fruits and derived products,NA,See 0492.
507,grapefruit and pomelo,TRUE,Grapefruit and pomelo,8,fruits and derived products,Citrus maxima | Citrus grandis | Citrus paradisi,No definition available.
509,juice of grapefruit,FALSE,Juice of Grapefruit,8,fruits and derived products,NA,See 0491.
510,grapefruit juice concentrated,FALSE,"Grapefruit Juice, Concentrated",8,fruits and derived products,NA,See 0492.
512,citrus fruit nes,TRUE,Citrus fruit nes,8,fruits and derived products,Citrus bergamia | Citrus medica var. cedrata | Citrus myrtifolia | Fortunella japonica,Some minor varieties of citrus are used primarily in the preparation of perfumes and soft drinks.
513,juice of citrus fruit nes,TRUE,Juice of Citrus Fruit nes,8,fruits and derived products,Citrus bergamia | Citrus medica var. cedrata | Citrus myrtifolia | Fortunella japonica,See 0491.
514,citrus juice concentrated nes,FALSE,"Citrus Juice, Concentrated nes",8,fruits and derived products,NA,See 0492.
515,apples,TRUE,Apples,8,fruits and derived products,Malus pumila | Malus sylvestris | Malus communis | Pyrus malus,No definition available.
517,cider etc.,FALSE,"Cider, etc.",15,beverages,NA,"Fermented beverages nes (e.g. cider, perry, mead), including alcoholic beverages (that are not distilled) made from cereals, roots and fruits, that are not included under other headings, e.g. beer from plantains and ginger."
518,apple juice,FALSE,Apple Juice,8,fruits and derived products,NA,See 0491.
519,apple juice concentrated,FALSE,"Apple Juice, Concentrated",8,fruits and derived products,NA,See 0492.
521,pears,TRUE,Pears,8,fruits and derived products,Pyrus communis,No definition available.
523,quinces,TRUE,Quinces,8,fruits and derived products,Cydonia oblonga | Cydonia vulgaris | Cydonia japonica,No definition available.
526,apricots,TRUE,Apricots,8,fruits and derived products,Prunus armeniaca,No definition available.
527,apricots dried,FALSE,"Apricots, Dried",8,fruits and derived products,NA,"Prepared either by direct drying in the sun or by industrial processes. May be marketed as slices or blocks of pulp, either dried or evaporated."
530,sour cherries,TRUE,Sour cherries,8,fruits and derived products,Prunus cerasus | Cerasus acida,No definition available.
531,cherries,TRUE,Cherries,8,fruits and derived products,Prunus avium | Cerasus avium | var. duracina | var. juliana,No definition available.
534,peaches and nectarines,TRUE,Peaches and nectarines,8,fruits and derived products,Prunus persica | Amygdalus persica | Persica laevis,No definition available.
536,plums,TRUE,Plums,8,fruits and derived products,Prunus domestica | Prunus spinosa,No definition available.
537,plums dried,FALSE,"Plums, dried",8,fruits and derived products,NA,See 0527. Known as prunes.
538,juice of plum,FALSE,Juice of plum,8,fruits and derived products,NA,See 0491.
539,juice of plum concentrated,FALSE,"Juice of plum, concentrated",8,fruits and derived products,NA,See 0492.
541,stone fruit fresh nes,FALSE,"Stone fruit, fresh nes",8,fruits and derived products,NA,"Other stone fruit not separately identified. In some countries, apricots, cherries, peaches, nectarines and plums are reported under this general category."
542,pome fruit nes,FALSE,Pome fruit nes,8,fruits and derived products,NA,"Other pome fruit not separately identified. In some countries apples, pears and quinces are reported under this general category."
544,strawberries,TRUE,Strawberries,8,fruits and derived products,Fragaria spp.,No definition available.
547,raspberries,TRUE,Raspberries,8,fruits and derived products,Rubus idaeus,"Trade data may include blackberries, mulberries and loganberries (a cross between the raspberry and blackberry)."
549,gooseberries,TRUE,Gooseberries,8,fruits and derived products,Ribes grossularia,"Trade data may sometimes include black, white or red currants."
550,currants,TRUE,Currants,8,fruits and derived products,Ribes nigrum | Ribes rubrum,Trade data may sometimes include gooseberries.
552,blueberries,TRUE,Blueberries,8,fruits and derived products,Vaccinium myrtillus | Vaccinium corymbosum,"Trade data may include cranberries, myrtle berries and other fruits of the genus Vaccinium."
554,cranberries,TRUE,Cranberries,8,fruits and derived products,Vaccinium macrocarpon | Vaccinium oxycoccus,"Trade data may include blueberries, myrtle berries and other fruits of the genus Vaccinium."
558,berries nes,TRUE,Berries nes,8,fruits and derived products,Morus nigra | Morus alba | Morus rubra | Myrtus communis | Gaylussacia spp.,"Other berries not separately identified. In some countries, some or all of the berries listed previously are reported under this general category."
560,grapes,TRUE,Grapes,8,fruits and derived products,Vitis vinifera,Includes both table and wine grapes.
561,raisins,FALSE,Raisins,8,fruits and derived products,NA,Dried grapes. Includes sultanas and currants.
562,juice of grape,FALSE,Juice of Grape,8,fruits and derived products,NA,See 0491. Includes unfermented grape must.
563,must of grape,FALSE,Must of Grape,15,beverages,NA,"Grape must that has partially fermented, whether or not fermentation has been arrested, as well as unfermented grape must to which alcohol has been added."
564,wine,FALSE,Wine,15,beverages,NA,"Wines of fresh grapes of all qualities, including sparkling, fortified and dessert wines."
565,vermouths etc.,FALSE,"Vermouths, etc.",15,beverages,NA,Beverages made with wine of fresh grapes and flavoured with aromatic substances.
566,marc of grape,FALSE,Marc of Grape,11,fodder crops and products,NA,Residues from the pressing of grapes. Used also for distilling.
567,watermelons,TRUE,Watermelons,7,vegetables and derived products,Citrullus vulgaris,No definition available.
568,melons cantaloupes,TRUE,"Melons, Cantaloupes",7,vegetables and derived products,Cucumis melo,No definition available.
569,figs,TRUE,Figs,8,fruits and derived products,Ficus carica,No definition available.
570,figs dried,FALSE,"Figs, Dried",8,fruits and derived products,NA,See 0527.
571,mangoes,TRUE,Mangoes,8,fruits and derived products,Mangifera indica,"Trade figures may include dried mangoes, guavas and mangosteens, including both fresh and dried."
572,avocados,TRUE,Avocados,8,fruits and derived products,Persea americana,No definition available.
574,pineapples,TRUE,Pineapples,8,fruits and derived products,Ananas comosus | Ananas sativus,Trade figures may include dried pineapples.
575,pineapples canned,FALSE,"Pineapples, Canned",8,fruits and derived products,NA,"Fruit pulp prepared in water, syrup, etc."
576,juice of pineapples,FALSE,Juice of Pineapples,8,fruits and derived products,NA,See 0491.
577,dates,TRUE,Dates,8,fruits and derived products,Phoenix dactylifera,Includes fresh and dried fruit.
580,juice of pineapples concentrated,FALSE,"Juice of Pineapples, Concentrated",8,fruits and derived products,NA,See 0492. Soluble fruit solids of not less than 27% by weight.
583,juice of mango,FALSE,Juice of Mango,8,fruits and derived products,NA,See 0491.
584,mango pulp,FALSE,Mango Pulp,8,fruits and derived products,NA,"Fruit pulp prepared in water, syrup, etc."
587,persimmons,TRUE,Persimmons,8,fruits and derived products,Diospyros kaki | Diospyros virginiana,No definition available.
591,cashewapple,TRUE,Cashewapple,8,fruits and derived products,Anacardium occidentale,"The thickened, fleshy stem below the cashew nut. When soft it is used for jam."
592,kiwi fruit,TRUE,Kiwi fruit,8,fruits and derived products,Actinidia chinensis,No definition available.
600,papayas,TRUE,Papayas,8,fruits and derived products,Carica papaya,No definition available.
603,fruit tropical (fresh) nes,TRUE,"Fruit, tropical (fresh) nes",8,fruits and derived products,Artocarpus incisa | Averrhoa carambola | Annona spp. | Durio zibethinus | Feijoa sellowiana | Psidium guajava | Spondias spp. | Artocarpus integrifolia | Nephelium longan | Mammea americana | Garcinia mangostana | Solanum quitoense | Passiflora edulis | Nephelium lappaceum | Calocarpum mammosum | Achras sapota | Chrysophyllum spp,"Other tropical fresh fruit are not identified separately because of their minor relevance at the international level. In some countries mangoes, avocados, pineapples, dates and papayas are reported under this general category."
604,fruit tropical (dried) nes,FALSE,"Fruit, tropical (Dried) nes",8,fruits and derived products,NA,"Including, whenever possible, dried bananas, plantains and pineapples as well as other unlisted tropical fruits."
619,fruit fresh nes,TRUE,"Fruit, fresh nes",8,fruits and derived products,Crataegus azarolus | Carica pentagona | Sambucus nigra | Zizyphus jujuba | Nephelium litchi | Eriobotrya japonica | Mespilus germanica | Asimina triloba | Punica granatum | Opuntia ficus-indica | Rosa spp. | Sorbus aucuparia | Sorbus domestica | Tamarindus indica | Arbutus unedo,"Other fresh fruit that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report fresh fruit under this heading that are classified separately by FAO."
620,fruit dried nes,FALSE,"Fruit, dried nes",8,fruits and derived products,NA,"Dried fruit other than apricots, dates, citrus, figs, grapes, nuts and plums."
622,juice of fruits nes,FALSE,Juice of fruits nes,8,fruits and derived products,NA,See 0491.
623,fruit prepared nes,FALSE,"Fruit, prepared nes",8,fruits and derived products,NA,"Fruit, nuts and peel, including frozen, prepared or preserved, jam, paste, marmalade, pure and cooked fruits, other than those listed separately."
624,flour of fruits,FALSE,Flour of Fruits,8,fruits and derived products,NA,"Includes the flour, meal, powder, nuts and peel of fruits."
625,fruit nuts peel sugar preserved,FALSE,"Fruit, Nuts, Peel, Sugar Preserved",8,fruits and derived products,NA,"Fruit, nuts, fruit peel, and other parts of plants preserved with sugar (either drained, glazed or crystallized)."
626,homogenized cooked fruit prepared,FALSE,"Homogenized Cooked Fruit, Prepared",8,fruits and derived products,NA,"Cooked fruit preparations, homogenized for dietetic and infant foods."
628,pulp waste of fruit for feed,FALSE,"Pulp, Waste of Fruit for Feed",11,fodder crops and products,NA,"Waste of fruit, fruit pomace and marc, excluding marc of grapes."
629,beet tops,FALSE,Beet Tops,11,fodder crops and products,NA,"Beet tops, consisting of the leaves and upper part of the root, are used for feed. They account for about 25% of plant weight, though it is uncertain how much, if any, of this is included in national production statistics."
630,cane tops,FALSE,Cane Tops,11,fodder crops and products,NA,"The leaves and upper part of the stalks, which are used for feed. The tops represent about 10% of the weight of the plant."
